,Name,Ground,Mat,Inns,NO,100s,50s,Ducks,4s,6s,HS,Runs,Avg,S/R,Ca,St,Batting_Score
6116,Prithvi Shaw,Arun Jaitley Stadium ,20,20,0,0,2,0,59,11,99,431,21.55,144.15,4,0,0.18851154471153125
6117,Prithvi Shaw,Barsapara Cricket Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
6119,Prithvi Shaw,BRSABV Ekana Cricket Stadium ,2,2,0,0,0,0,8,0,32,44,22.0,141.94,1,0,0.11886988823555981
6121,Prithvi Shaw,Dr YS Rajasekhara Reddy Cricket Stadium ,4,4,0,0,1,0,13,4,56,114,28.5,146.15,1,0,0.1976394717096824
6122,Prithvi Shaw,Dubai International Cricket Stadium ,11,11,0,0,2,2,34,8,64,265,24.09,143.24,3,0,0.19266700471491666
6123,Prithvi Shaw,Eden Gardens ,2,2,0,0,0,0,3,2,14,27,13.5,192.86,0,0,0.08675760984737263
6124,Prithvi Shaw,Himachal Pradesh Cricket Association Stadium ,1,1,0,0,1,0,7,1,54,54,54.0,142.11,0,0,0.3075203442348287
6125,Prithvi Shaw,M Chinnaswamy Stadium ,2,2,0,0,0,1,5,0,28,28,14.0,116.67,0,0,0.05500073662783308
6126,Prithvi Shaw,MA Chidambaram Stadium ,3,3,0,0,1,0,9,1,53,64,21.33,130.61,0,0,0.11629472665778405
6128,Prithvi Shaw,Narendra Modi Stadium ,4,4,0,0,1,0,18,6,82,149,37.25,171.26,1,0,0.3196502216739294
6129,Prithvi Shaw,Punjab Cricket Association IS Bindra Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
6130,Prithvi Shaw,Rajiv Gandhi International Stadium ,2,2,0,0,1,0,6,3,65,69,34.5,168.29,1,0,0.2466678461781479
6131,Prithvi Shaw,Sawai Mansingh Stadium ,1,1,0,0,0,0,4,1,42,42,42.0,107.69,0,0,0.17011832899279666
6132,Prithvi Shaw,Sharjah Cricket Stadium ,5,5,0,0,1,1,9,6,66,109,21.8,151.39,0,0,0.15513004752185444
6133,Prithvi Shaw,Sheikh Zayed Stadium ,4,4,0,0,0,0,3,0,10,25,6.25,96.15,2,0,0.019579123883172844
6134,Prithvi Shaw,Wankhede Stadium ,10,10,0,0,2,1,30,11,72,261,26.1,147.46,1,0,0.2143092090169236
6135,Suryansh Shedge,BRSABV Ekana Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
6136,Suryansh Shedge,MA Chidambaram Stadium ,1,1,0,0,0,0,0,0,1,1,1.0,33.33,0,0,0.00023102595528062974
6137,Suryansh Shedge,Maharaja Yadavindra Singh International Cricket St ,2,2,0,0,0,0,0,0,4,6,3.0,75.0,1,0,0.004378297835374454
6138,Suryansh Shedge,Narendra Modi Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
6139,Romario Shepherd,Arun Jaitley Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
6140,Romario Shepherd,BRSABV Ekana Cricket Stadium ,3,2,0,0,0,2,0,0,0,0,0.0,0.0,2,0,0.0
6142,Romario Shepherd,M Chinnaswamy Stadium ,2,1,1,0,1,0,4,6,53*,53,0.0,378.57,2,0,0.0
6143,Romario Shepherd,Maharaja Yadavindra Singh International Cricket St ,3,1,0,0,0,0,0,0,1,1,1.0,0.0,0,0,0.0
6145,Romario Shepherd,Narendra Modi Stadium ,1,1,0,0,0,0,1,1,17,17,17.0,188.89,0,0,0.09281359462933109
6146,Romario Shepherd,Rajiv Gandhi International Stadium ,1,1,1,0,0,0,2,1,15*,15,0.0,250.0,0,0,0.0
6147,Romario Shepherd,Wankhede Stadium ,5,4,3,0,0,0,5,6,39*,67,67.0,239.29,0,0,0.6764896191769658
6148,Shivam Mavi,Arun Jaitley Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
6151,Shivam Mavi,Dubai International Cricket Stadium ,5,1,0,0,0,0,1,2,20,20,20.0,153.85,6,0,0.09367995540874972
6152,Shivam Mavi,Eden Gardens ,6,3,1,0,0,0,1,0,7,13,6.5,108.33,1,0,0.018582790233619365
6153,Shivam Mavi,M Chinnaswamy Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
6155,Shivam Mavi,Narendra Modi Stadium ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
6156,Shivam Mavi,Sawai Mansingh Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
6157,Shivam Mavi,Sharjah Cricket Stadium ,4,1,1,0,0,0,0,0,1*,0,0.0,1.0,2,0,0.0
6158,Shivam Mavi,Sheikh Zayed Stadium ,5,2,0,0,0,1,1,0,9,9,4.5,81.82,0,0,0.008477888053894775
6159,Shivam Mavi,Wankhede Stadium ,4,1,0,0,0,0,1,0,5,5,5.0,71.43,1,0,0.006399268944348
6160,Shivam Sharma,Arun Jaitley Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
6161,Shivam Sharma,M Chinnaswamy Stadium ,1,1,0,0,0,0,1,0,4,4,4.0,200.0,0,0,0.012875503299472802
6162,Shivam Sharma,Narendra Modi Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
6163,Shivam Sharma,Punjab Cricket Association IS Bindra Stadium ,1,1,1,0,0,0,0,0,1*,1,0.0,100.0,0,0,0.0
6164,Shivam Sharma,Rajiv Gandhi International Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
6165,Shivam Singh,Rajiv Gandhi International Stadium ,1,1,1,0,0,0,0,0,2*,2,0.0,66.67,2,0,0.0
6171,Shoaib Akhtar,Eden Gardens ,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
6172,Shoaib Akhtar,Wankhede Stadium ,1,1,0,0,0,0,0,0,2,2,2.0,28.57,0,0,0.0006277470617449578
6173,Shoaib Malik,Arun Jaitley Stadium ,3,3,1,0,0,0,1,0,6,9,4.5,112.5,1,0,0.011656837033282356
6175,Shoaib Malik,MA Chidambaram Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
6176,Shoaib Malik,Punjab Cricket Association IS Bindra Stadium ,1,1,0,0,0,0,3,0,19,19,19.0,111.76,1,0,0.06361257738955486
6177,Shoaib Malik,Rajiv Gandhi International Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
6178,Hrithik Shokeen,Arun Jaitley Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
6179,Hrithik Shokeen,BRSABV Ekana Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
6181,Hrithik Shokeen,M Chinnaswamy Stadium ,1,1,0,0,0,0,1,0,5,5,5.0,166.67,0,0,0.014931627536811995
6182,Hrithik Shokeen,MA Chidambaram Stadium ,1,1,1,0,0,0,0,0,0*,0,0.0,0.0,1,0,0.0
6183,Hrithik Shokeen,Rajiv Gandhi International Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0.0
6184,Hrithik Shokeen,Wankhede Stadium ,6,3,2,0,0,0,5,0,18*,36,36.0,100.0,3,0,0.12999304485519209
6185,Dhrun Shorey,MA Chidambaram Stadium ,1,1,0,0,0,0,0,0,5,5,5.0,62.5,0,0,0.005599248341337672
6187,D'Arcy Short,Arun Jaitley Stadium ,1,1,0,0,0,0,2,4,44,44,44.0,176.0,0,0,0.29478794320781354
6189,D'Arcy Short,M Chinnaswamy Stadium ,1,1,0,0,0,0,1,0,11,11,11.0,64.71,1,0,0.017687814023855965
6190,D'Arcy Short,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,1,0,4,4,4.0,100.0,0,0,0.006437751649736401
6191,D'Arcy Short,Sawai Mansingh Stadium ,2,2,0,0,0,0,6,1,44,50,25.0,108.7,0,0,0.10684736156928355
6192,D'Arcy Short,Wankhede Stadium ,1,1,0,0,0,0,1,0,4,4,4.0,80.0,0,0,0.005150201319789121
6193,Matthew Short,BRSABV Ekana Cricket Stadium ,1,1,0,0,0,0,5,1,34,34,34.0,154.55,0,0,0.18682287458708421
6194,Matthew Short,Punjab Cricket Association IS Bindra Stadium ,3,3,0,0,0,0,8,3,36,71,23.67,124.56,2,0,0.12609045257342427
6195,Matthew Short,Rajiv Gandhi International Stadium ,1,1,0,0,0,0,0,0,1,1,1.0,33.33,0,0,0.00023102595528062974
6196,Matthew Short,Wankhede Stadium ,1,1,0,0,0,0,2,0,11,11,11.0,110.0,1,0,0.030067370462434805
6197,Shubham Dubey,Arun Jaitley Stadium ,1,1,0,0,0,0,2,2,25,25,25.0,208.33,0,0,0.16968981294150384
6198,Shubham Dubey,Barsapara Cricket Stadium ,1,1,0,0,0,0,1,0,9,9,9.0,75.0,0,0,0.015542449377709811
6199,Shubham Dubey,Eden Gardens ,1,1,1,0,0,0,1,2,25*,25,0.0,178.57,0,0,0.0
6200,Shubham Dubey,M Chinnaswamy Stadium ,1,1,0,0,0,0,1,1,12,12,12.0,171.43,0,0,0.05276511220195575
6201,Shubham Dubey,MA Chidambaram Stadium ,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0
6202,Shubham Dubey,Narendra Modi Stadium ,1,1,0,0,0,0,0,0,1,1,1.0,33.33,0,0,0.00023102595528062974
6203,Shubham Dubey,Rajiv Gandhi International Stadium ,1,1,1,0,0,0,1,4,34*,34,0.0,309.09,0,0,0.0
6204,Shubham Dubey,Sawai Mansingh Stadium ,4,3,2,0,0,0,2,1,15,25,25.0,131.58,1,0,0.10717508561821668
6205,Shubham Dubey,Wankhede Stadium ,1,1,1,0,0,0,1,0,8*,8,0.0,133.33,0,0,0.0
6206,Shubman Gill,Arun Jaitley Stadium ,5,5,1,0,1,0,10,8,93*,154,38.5,146.67,2,0,0.28479187733094014
6208,Shubman Gill,BRSABV Ekana Cricket Stadium ,3,3,0,0,1,1,8,1,60,79,26.33,129.51,1,0,0.14942703374792654
6210,Shubman Gill,Dubai International Cricket Stadium ,6,6,0,0,2,0,32,1,57,224,37.33,127.27,3,0,0.25731833975378815
6211,Shubman Gill,Eden Gardens ,17,15,3,0,4,0,53,16,90,509,42.42,147.54,4,0,0.3901897473840296
6213,Shubman Gill,M Chinnaswamy Stadium ,5,5,3,1,0,0,7,9,104*,128,64.0,164.1,2,0,0.5103969379556802
6214,Shubman Gill,MA Chidambaram Stadium ,6,6,0,0,0,0,12,6,42,128,21.33,126.73,3,0,0.13136806274681417
6215,Shubman Gill,Maharaja Yadavindra Singh International Cricket St ,2,2,0,0,0,0,5,0,35,36,18.0,116.13,0,0,0.07548046149516728
6217,Shubman Gill,Narendra Modi Stadium ,25,25,3,3,5,0,108,44,129,1157,52.59,162.04,7,0,0.6011578795873709
6218,Shubman Gill,Punjab Cricket Association IS Bindra Stadium ,2,2,1,0,2,0,12,3,67,132,132.0,134.69,3,0,0.869459083785848
6219,Shubman Gill,Rajiv Gandhi International Stadium ,3,3,2,0,1,0,9,0,61*,64,64.0,136.17,0,0,0.3637928413066809
6220,Shubman Gill,Sawai Mansingh Stadium ,5,4,1,0,2,0,17,6,84,198,66.0,142.45,1,0,0.4976606397061225
6221,Shubman Gill,Sharjah Cricket Stadium ,7,7,0,0,2,0,18,11,57,280,40.0,120.17,1,0,0.27102443224553446
6222,Shubman Gill,Sheikh Zayed Stadium ,11,11,1,0,2,0,30,4,70*,282,28.2,111.02,7,0,0.17674561911053133
6223,Shubman Gill,Wankhede Stadium ,10,10,0,0,0,2,9,2,43,117,11.7,81.25,6,0,0.04535132071132673
6224,Laxmi Shukla,Arun Jaitley Stadium ,4,3,0,0,0,1,2,1,21,31,10.33,81.58,0,0,0.029206498120376494
6227,Laxmi Shukla,Dubai International Cricket Stadium ,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0
